date,link,questionFrontendId,titleSlug,title,difficulty,isPaidOnly,topicTags
02/12/2024,https://leetcode.com/problems/check-if-a-word-occurs-as-a-prefix-of-any-word-in-a-sentence/,1455,check-if-a-word-occurs-as-a-prefix-of-any-word-in-a-sentence,Check If a Word Occurs As a Prefix of Any Word in a Sentence,Easy,,"Two Pointers, String, String Matching"
03/12/2024,https://leetcode.com/problems/adding-spaces-to-a-string/,2109,adding-spaces-to-a-string,Adding Spaces to a String,Medium,,"Array, Two Pointers, String, Simulation"
04/12/2024,https://leetcode.com/problems/make-string-a-subsequence-using-cyclic-increments/,2825,make-string-a-subsequence-using-cyclic-increments,Make String a Subsequence Using Cyclic Increments,Medium,,"Two Pointers, String"
05/12/2024,https://leetcode.com/problems/move-pieces-to-obtain-a-string/,2337,move-pieces-to-obtain-a-string,Move Pieces to Obtain a String,Medium,,"Two Pointers, String"
06/12/2024,https://leetcode.com/problems/maximum-number-of-integers-to-choose-from-a-range-i/,2554,maximum-number-of-integers-to-choose-from-a-range-i,Maximum Number of Integers to Choose From a Range I,Medium,,"Array, Hash Table, Binary Search, Greedy, Sorting"
07/12/2024,https://leetcode.com/problems/minimum-limit-of-balls-in-a-bag/,1760,minimum-limit-of-balls-in-a-bag,Minimum Limit of Balls in a Bag,Medium,,"Array, Binary Search"
08/12/2024,https://leetcode.com/problems/two-best-non-overlapping-events/,2054,two-best-non-overlapping-events,Two Best Non-Overlapping Events,Medium,,"Array, Binary Search, Dynamic Programming, Sorting, Heap (Priority Queue)"
09/12/2024,https://leetcode.com/problems/special-array-ii/,3152,special-array-ii,Special Array II,Medium,,"Array, Binary Search, Prefix Sum"
10/12/2024,https://leetcode.com/problems/find-longest-special-substring-that-occurs-thrice-i/,2981,find-longest-special-substring-that-occurs-thrice-i,Find Longest Special Substring That Occurs Thrice I,Medium,,"Hash Table, String, Binary Search, Sliding Window, Counting"
11/12/2024,https://leetcode.com/problems/maximum-beauty-of-an-array-after-applying-operation/,2779,maximum-beauty-of-an-array-after-applying-operation,Maximum Beauty of an Array After Applying Operation,Medium,,"Array, Binary Search, Sliding Window, Sorting"
12/12/2024,https://leetcode.com/problems/take-gifts-from-the-richest-pile/,2558,take-gifts-from-the-richest-pile,Take Gifts From the Richest Pile,Easy,,"Array, Heap (Priority Queue), Simulation"
13/12/2024,https://leetcode.com/problems/find-score-of-an-array-after-marking-all-elements/,2593,find-score-of-an-array-after-marking-all-elements,Find Score of an Array After Marking All Elements,Medium,,"Array, Hash Table, Sorting, Heap (Priority Queue), Simulation"
14/12/2024,https://leetcode.com/problems/continuous-subarrays/,2762,continuous-subarrays,Continuous Subarrays,Medium,,"Array, Queue, Sliding Window, Heap (Priority Queue), Ordered Set, Monotonic Queue"
15/12/2024,https://leetcode.com/problems/maximum-average-pass-ratio/,1792,maximum-average-pass-ratio,Maximum Average Pass Ratio,Medium,,"Array, Greedy, Heap (Priority Queue)"
16/12/2024,https://leetcode.com/problems/final-array-state-after-k-multiplication-operations-i/,3264,final-array-state-after-k-multiplication-operations-i,Final Array State After K Multiplication Operations I,Easy,,"Array, Math, Heap (Priority Queue), Simulation"
17/12/2024,https://leetcode.com/problems/construct-string-with-repeat-limit/,2182,construct-string-with-repeat-limit,Construct String With Repeat Limit,Medium,,"Hash Table, String, Greedy, Heap (Priority Queue), Counting"
18/12/2024,https://leetcode.com/problems/final-prices-with-a-special-discount-in-a-shop/,1475,final-prices-with-a-special-discount-in-a-shop,Final Prices With a Special Discount in a Shop,Easy,,"Array, Stack, Monotonic Stack"
19/12/2024,https://leetcode.com/problems/max-chunks-to-make-sorted/,769,max-chunks-to-make-sorted,Max Chunks To Make Sorted,Medium,,"Array, Stack, Greedy, Sorting, Monotonic Stack"
20/12/2024,https://leetcode.com/problems/reverse-odd-levels-of-binary-tree/,2415,reverse-odd-levels-of-binary-tree,Reverse Odd Levels of Binary Tree,Medium,,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
21/12/2024,https://leetcode.com/problems/maximum-number-of-k-divisible-components/,2872,maximum-number-of-k-divisible-components,Maximum Number of K-Divisible Components,Hard,,"Tree, Depth-First Search"
22/12/2024,https://leetcode.com/problems/find-building-where-alice-and-bob-can-meet/,2940,find-building-where-alice-and-bob-can-meet,Find Building Where Alice and Bob Can Meet,Hard,,"Array, Binary Search, Stack, Binary Indexed Tree, Segment Tree, Heap (Priority Queue), Monotonic Stack"
23/12/2024,https://leetcode.com/problems/minimum-number-of-operations-to-sort-a-binary-tree-by-level/,2471,minimum-number-of-operations-to-sort-a-binary-tree-by-level,Minimum Number of Operations to Sort a Binary Tree by Level,Medium,,"Tree, Breadth-First Search, Binary Tree"
24/12/2024,https://leetcode.com/problems/find-minimum-diameter-after-merging-two-trees/,3203,find-minimum-diameter-after-merging-two-trees,Find Minimum Diameter After Merging Two Trees,Hard,,"Tree, Depth-First Search, Breadth-First Search, Graph"
25/12/2024,https://leetcode.com/problems/find-largest-value-in-each-tree-row/,515,find-largest-value-in-each-tree-row,Find Largest Value in Each Tree Row,Medium,,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
26/12/2024,https://leetcode.com/problems/target-sum/,494,target-sum,Target Sum,Medium,,"Array, Dynamic Programming, Backtracking"
27/12/2024,https://leetcode.com/problems/best-sightseeing-pair/,1014,best-sightseeing-pair,Best Sightseeing Pair,Medium,,"Array, Dynamic Programming"
28/12/2024,https://leetcode.com/problems/maximum-sum-of-3-non-overlapping-subarrays/,689,maximum-sum-of-3-non-overlapping-subarrays,Maximum Sum of 3 Non-Overlapping Subarrays,Hard,,"Array, Dynamic Programming, Sliding Window, Prefix Sum"
29/12/2024,https://leetcode.com/problems/number-of-ways-to-form-a-target-string-given-a-dictionary/,1639,number-of-ways-to-form-a-target-string-given-a-dictionary,Number of Ways to Form a Target String Given a Dictionary,Hard,,"Array, String, Dynamic Programming"
30/12/2024,https://leetcode.com/problems/count-ways-to-build-good-strings/,2466,count-ways-to-build-good-strings,Count Ways To Build Good Strings,Medium,,Dynamic Programming
31/12/2024,https://leetcode.com/problems/minimum-cost-for-tickets/,983,minimum-cost-for-tickets,Minimum Cost For Tickets,Medium,,"Array, Dynamic Programming"
01/01/2025,https://leetcode.com/problems/maximum-score-after-splitting-a-string/,1422,maximum-score-after-splitting-a-string,Maximum Score After Splitting a String,Easy,,"String, Prefix Sum"
02/01/2025,https://leetcode.com/problems/count-vowel-strings-in-ranges/,2559,count-vowel-strings-in-ranges,Count Vowel Strings in Ranges,Medium,,"Array, String, Prefix Sum"
03/01/2025,https://leetcode.com/problems/number-of-ways-to-split-array/,2270,number-of-ways-to-split-array,Number of Ways to Split Array,Medium,,"Array, Prefix Sum"
04/01/2025,https://leetcode.com/problems/unique-length-3-palindromic-subsequences/,1930,unique-length-3-palindromic-subsequences,Unique Length-3 Palindromic Subsequences,Medium,,"Hash Table, String, Bit Manipulation, Prefix Sum"
05/01/2025,https://leetcode.com/problems/shifting-letters-ii/,2381,shifting-letters-ii,Shifting Letters II,Medium,,"Array, String, Prefix Sum"
06/01/2025,https://leetcode.com/problems/minimum-number-of-operations-to-move-all-balls-to-each-box/,1769,minimum-number-of-operations-to-move-all-balls-to-each-box,Minimum Number of Operations to Move All Balls to Each Box,Medium,,"Array, String, Prefix Sum"
07/01/2025,https://leetcode.com/problems/string-matching-in-an-array/,1408,string-matching-in-an-array,String Matching in an Array,Easy,,"Array, String, String Matching"
08/01/2025,https://leetcode.com/problems/count-prefix-and-suffix-pairs-i/,3042,count-prefix-and-suffix-pairs-i,Count Prefix and Suffix Pairs I,Easy,,"Array, String, Trie, Rolling Hash, String Matching, Hash Function"
09/01/2025,https://leetcode.com/problems/counting-words-with-a-given-prefix/,2185,counting-words-with-a-given-prefix,Counting Words With a Given Prefix,Easy,,"Array, String, String Matching"
10/01/2025,https://leetcode.com/problems/word-subsets/,916,word-subsets,Word Subsets,Medium,,"Array, Hash Table, String"
11/01/2025,https://leetcode.com/problems/construct-k-palindrome-strings/,1400,construct-k-palindrome-strings,Construct K Palindrome Strings,Medium,,"Hash Table, String, Greedy, Counting"
12/01/2025,https://leetcode.com/problems/check-if-a-parentheses-string-can-be-valid/,2116,check-if-a-parentheses-string-can-be-valid,Check if a Parentheses String Can Be Valid,Medium,,"String, Stack, Greedy"
13/01/2025,https://leetcode.com/problems/minimum-length-of-string-after-operations/,3223,minimum-length-of-string-after-operations,Minimum Length of String After Operations,Medium,,"Hash Table, String, Counting"
14/01/2025,https://leetcode.com/problems/find-the-prefix-common-array-of-two-arrays/,2657,find-the-prefix-common-array-of-two-arrays,Find the Prefix Common Array of Two Arrays,Medium,,"Array, Hash Table, Bit Manipulation"
15/01/2025,https://leetcode.com/problems/minimize-xor/,2429,minimize-xor,Minimize XOR,Medium,,"Greedy, Bit Manipulation"
16/01/2025,https://leetcode.com/problems/bitwise-xor-of-all-pairings/,2425,bitwise-xor-of-all-pairings,Bitwise XOR of All Pairings,Medium,,"Array, Bit Manipulation, Brainteaser"
17/01/2025,https://leetcode.com/problems/neighboring-bitwise-xor/,2683,neighboring-bitwise-xor,Neighboring Bitwise XOR,Medium,,"Array, Bit Manipulation"
18/01/2025,https://leetcode.com/problems/minimum-cost-to-make-at-least-one-valid-path-in-a-grid/,1368,minimum-cost-to-make-at-least-one-valid-path-in-a-grid,Minimum Cost to Make at Least One Valid Path in a Grid,Hard,,"Array, Breadth-First Search, Graph, Heap (Priority Queue), Matrix, Shortest Path"
19/01/2025,https://leetcode.com/problems/trapping-rain-water-ii/,407,trapping-rain-water-ii,Trapping Rain Water II,Hard,,"Array, Breadth-First Search, Heap (Priority Queue), Matrix"
20/01/2025,https://leetcode.com/problems/first-completely-painted-row-or-column/,2661,first-completely-painted-row-or-column,First Completely Painted Row or Column,Medium,,"Array, Hash Table, Matrix"
21/01/2025,https://leetcode.com/problems/grid-game/,2017,grid-game,Grid Game,Medium,,"Array, Matrix, Prefix Sum"
22/01/2025,https://leetcode.com/problems/map-of-highest-peak/,1765,map-of-highest-peak,Map of Highest Peak,Medium,,"Array, Breadth-First Search, Matrix"
23/01/2025,https://leetcode.com/problems/count-servers-that-communicate/,1267,count-servers-that-communicate,Count Servers that Communicate,Medium,,"Array, Depth-First Search, Breadth-First Search, Union Find, Matrix, Counting"
24/01/2025,https://leetcode.com/problems/find-eventual-safe-states/,802,find-eventual-safe-states,Find Eventual Safe States,Medium,,"Depth-First Search, Breadth-First Search, Graph, Topological Sort"
25/01/2025,https://leetcode.com/problems/make-lexicographically-smallest-array-by-swapping-elements/,2948,make-lexicographically-smallest-array-by-swapping-elements,Make Lexicographically Smallest Array by Swapping Elements,Medium,,"Array, Union Find, Sorting"
26/01/2025,https://leetcode.com/problems/maximum-employees-to-be-invited-to-a-meeting/,2127,maximum-employees-to-be-invited-to-a-meeting,Maximum Employees to Be Invited to a Meeting,Hard,,"Depth-First Search, Graph, Topological Sort"
27/01/2025,https://leetcode.com/problems/course-schedule-iv/,1462,course-schedule-iv,Course Schedule IV,Medium,,"Depth-First Search, Breadth-First Search, Graph, Topological Sort"
28/01/2025,https://leetcode.com/problems/maximum-number-of-fish-in-a-grid/,2658,maximum-number-of-fish-in-a-grid,Maximum Number of Fish in a Grid,Medium,,"Array, Depth-First Search, Breadth-First Search, Union Find, Matrix"
29/01/2025,https://leetcode.com/problems/redundant-connection/,684,redundant-connection,Redundant Connection,Medium,,"Depth-First Search, Breadth-First Search, Union Find, Graph"
30/01/2025,https://leetcode.com/problems/divide-nodes-into-the-maximum-number-of-groups/,2493,divide-nodes-into-the-maximum-number-of-groups,Divide Nodes Into the Maximum Number of Groups,Hard,,"Depth-First Search, Breadth-First Search, Union Find, Graph"
31/01/2025,https://leetcode.com/problems/making-a-large-island/,827,making-a-large-island,Making A Large Island,Hard,,"Array, Depth-First Search, Breadth-First Search, Union Find, Matrix"
01/02/2025,https://leetcode.com/problems/special-array-i/,3151,special-array-i,Special Array I,Easy,,Array
02/02/2025,https://leetcode.com/problems/check-if-array-is-sorted-and-rotated/,1752,check-if-array-is-sorted-and-rotated,Check if Array Is Sorted and Rotated,Easy,,Array
03/02/2025,https://leetcode.com/problems/longest-strictly-increasing-or-strictly-decreasing-subarray/,3105,longest-strictly-increasing-or-strictly-decreasing-subarray,Longest Strictly Increasing or Strictly Decreasing Subarray,Easy,,Array
04/02/2025,https://leetcode.com/problems/maximum-ascending-subarray-sum/,1800,maximum-ascending-subarray-sum,Maximum Ascending Subarray Sum,Easy,,Array
05/02/2025,https://leetcode.com/problems/check-if-one-string-swap-can-make-strings-equal/,1790,check-if-one-string-swap-can-make-strings-equal,Check if One String Swap Can Make Strings Equal,Easy,,"Hash Table, String, Counting"
06/02/2025,https://leetcode.com/problems/tuple-with-same-product/,1726,tuple-with-same-product,Tuple with Same Product,Medium,,"Array, Hash Table, Counting"
07/02/2025,https://leetcode.com/problems/find-the-number-of-distinct-colors-among-the-balls/,3160,find-the-number-of-distinct-colors-among-the-balls,Find the Number of Distinct Colors Among the Balls,Medium,,"Array, Hash Table, Simulation"
08/02/2025,https://leetcode.com/problems/design-a-number-container-system/,2349,design-a-number-container-system,Design a Number Container System,Medium,,"Hash Table, Design, Heap (Priority Queue), Ordered Set"
09/02/2025,https://leetcode.com/problems/count-number-of-bad-pairs/,2364,count-number-of-bad-pairs,Count Number of Bad Pairs,Medium,,"Array, Hash Table, Math, Counting"
10/02/2025,https://leetcode.com/problems/clear-digits/,3174,clear-digits,Clear Digits,Easy,,"String, Stack, Simulation"
11/02/2025,https://leetcode.com/problems/remove-all-occurrences-of-a-substring/,1910,remove-all-occurrences-of-a-substring,Remove All Occurrences of a Substring,Medium,,"String, Stack, Simulation"
12/02/2025,https://leetcode.com/problems/max-sum-of-a-pair-with-equal-sum-of-digits/,2342,max-sum-of-a-pair-with-equal-sum-of-digits,Max Sum of a Pair With Equal Sum of Digits,Medium,,"Array, Hash Table, Sorting, Heap (Priority Queue)"
13/02/2025,https://leetcode.com/problems/minimum-operations-to-exceed-threshold-value-ii/,3066,minimum-operations-to-exceed-threshold-value-ii,Minimum Operations to Exceed Threshold Value II,Medium,,"Array, Heap (Priority Queue), Simulation"
14/02/2025,https://leetcode.com/problems/product-of-the-last-k-numbers/,1352,product-of-the-last-k-numbers,Product of the Last K Numbers,Medium,,"Array, Math, Design, Data Stream, Prefix Sum"
15/02/2025,https://leetcode.com/problems/find-the-punishment-number-of-an-integer/,2698,find-the-punishment-number-of-an-integer,Find the Punishment Number of an Integer,Medium,,"Math, Backtracking"
16/02/2025,https://leetcode.com/problems/construct-the-lexicographically-largest-valid-sequence/,1718,construct-the-lexicographically-largest-valid-sequence,Construct the Lexicographically Largest Valid Sequence,Medium,,"Array, Backtracking"
17/02/2025,https://leetcode.com/problems/letter-tile-possibilities/,1079,letter-tile-possibilities,Letter Tile Possibilities,Medium,,"Hash Table, String, Backtracking, Counting"
